effect_id,study_id,paper_doi,paper_title,citation,publication_year,experiment_year,country,location,latitude,longitude,broad_climate,koppen_climate,crop_as_reported,crop_core,season,residue_as_reported,pathway,outcome,outcome_unit,treatment_arm,control_arm,treatment_mean,control_mean,treatment_sd,control_sd,treatment_n,control_n,lnrr,variance_lnrr,percent_change,shared_control_group,source_locator,variance_provenance,analysis_tier,source_analysis_tier,tier_reconciliation,formal_decision,variance_origin_status,independence_resolution,sensitivity_note,quality_flags,system_boundary,gwp_version,soc_measure,soil_depth,water_regime,nitrogen_rate,extraction_method
dong_2024_SOC_2015_N1C2_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N1C2,N1C0,13.86,13.65,0.381051177665,0.519615242271,3,3,0.0152674721308,0.000734986082971,1.53846153846,dong_2024_2015_N1C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2015_N1C3_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N1C3,N1C0,14.16,13.65,1.02190997647,0.519615242271,3,3,0.0366815666346,0.00221914456118,3.73626373626,dong_2024_2015_N1C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2016_N1C1_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N1C1,N1C0,13.75,13.92,1.24707658145,1.26439708953,3,3,-0.0122878307937,0.00549216923341,-1.22126436782,dong_2024_2016_N1C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2016_N1C2_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N1C2,N1C0,14.61,13.92,1.90525588833,1.26439708953,3,3,0.0483795708563,0.00841893793797,4.95689655172,dong_2024_2016_N1C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2016_N1C3_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N1C3,N1C0,13.33,13.92,0.658179306876,1.26439708953,3,3,-0.0433095207157,0.00356287509754,-4.23850574713,dong_2024_2016_N1C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2017_N1C1_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N1C1,N1C0,14.94,13.44,1.33367912183,1.59348674296,3,3,0.10580684461,0.00734204762136,11.1607142857,dong_2024_2017_N1C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2017_N1C2_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N1C2,N1C0,14.97,13.44,0.710140831103,1.59348674296,3,3,0.107812863337,0.00543583700291,11.3839285714,dong_2024_2017_N1C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2017_N1C3_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N1C3,N1C0,15.53,13.44,1.62812775911,1.59348674296,3,3,0.144538302066,0.00834936848925,15.5505952381,dong_2024_2017_N1C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2015_N2C1_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N2C1,N2C0,14.1,13.44,0.0692820323028,0.155884572681,3,3,0.0479394622891,5.28900405275e-05,4.91071428571,dong_2024_2015_N2C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2015_N2C2_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N2C2,N2C0,14.12,13.44,0.0519615242271,0.155884572681,3,3,0.0493568969701,4.93562757801e-05,5.05952380952,dong_2024_2015_N2C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2015_N2C3_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N2C3,N2C0,14.21,13.44,0.259807621135,0.155884572681,3,3,0.055710607014,0.000156270162472,5.72916666667,dong_2024_2015_N2C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2016_N2C1_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N2C1,N2C0,13.99,13.68,2.40755062252,0.831384387633,3,3,0.022407876483,0.0111028985709,2.26608187135,dong_2024_2016_N2C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2016_N2C2_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N2C2,N2C0,13.99,13.68,0.675499814952,0.831384387633,3,3,0.022407876483,0.00200827824322,2.26608187135,dong_2024_2016_N2C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2016_N2C3_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N2C3,N2C0,13.9,13.68,1.62812775911,0.831384387633,3,3,0.0159539279422,0.00580441029906,1.6081871345,dong_2024_2016_N2C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2017_N2C1_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N2C1,N2C0,14.18,13.96,0.623538290725,1.16047404107,3,3,0.0156364237698,0.00294799384489,1.57593123209,dong_2024_2017_N2C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_SOC_2017_N2C2_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,SOC,"g organic C kg-1 soil, 0-20 cm",N2C2,N2C0,14.88,13.96,0.415692193817,1.16047404107,3,3,0.0638219320707,0.00256359557116,6.59025787966,dong_2024_2017_N2C0_SOC,"Table 6, p. 10","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
